,set_num,name,year,theme_id,num_parts
11347,66388-1,City Super Pack 4 in 1,2011,61,0
11348,66389-1,City Super Pack 5 in 1,2011,61,0
11349,6639-1,Raven Racer,1995,67,71
11350,66392-1,Duplo Cars Super Pack 3 in 1,2012,506,0
11351,66393-1,DUPLO Super Pack 3 in 1,2011,632,0
11352,66394-1,Ninjago Super Pack 3 in 1,2011,435,0
11353,66395-1,Super Pack 3 in 1,2011,158,0
11354,66396-1,Star Wars Super Pack 3 in 1,2011,158,0
11355,66397-1,Technic Super Pack 4 in 1,2011,1,0
11356,66404-1,Super Pack 2 in 1,2011,401,0
11357,66405-1,City Super Pack 4 in 1,2010,66,0
11358,66406-1,Super Pack 2 in 1,2011,400,0
11359,66407-1,Super Pack 2 in 1,2011,400,0
11360,66409-1,Cars Super Pack 3 in 1,2012,269,0
11361,664-1,TV Crew,1977,423,48
11362,66410-1,Super Pack 3 in 1,2012,435,0
11363,6641-1,4-Wheelin' Truck,1987,67,81
11364,66411-1,Super Pack 3 in 1,2012,158,0
11365,66412-1,City Super Pack 2 in 1,2012,61,0
11366,66414-1,Super Pack 2 in 1,2012,401,0
11367,6642-1,Police Helicopter,1988,67,65
11368,66426-1,City Super Pack 3 in 1,2012,58,0
11369,66427-1,City Police Super Pack 4 in 1,2012,61,0
11370,66428-1,City Super Pack 4 in 1,2012,61,0
11371,66429-1,Duplo Super Pack 3 in 1,2012,634,0
11372,66430-1,Zoo Super Pack 3 in 1,2012,632,0
11373,6643-1,Fire Truck,1988,67,74
11374,66431-1,Star Wars Super Pack 3 in 1,2012,158,0
11375,66432-1,Super Pack 3 in 1,2012,158,0
11376,66433-1,Technic Super Pack 3 in 1,2012,1,0
11377,66434-1,Friends Super Pack 3 in 1,2012,494,0
11378,66435-1,Friends Super Pack 4 in 1,2012,494,0
11379,66436-1,City Super Pack 2 in 1,2012,61,0
11380,66437-1,Mission 3 Super Pack 2 in 1,2012,400,0
11381,6644-1,Road Rebel,1990,67,72
11382,66444-1,Super Pack 3 in 1,2012,435,0
11383,66448-1,City Super Pack 3 in 1,2013,58,0
11384,66449-1,Star Wars Super Pack 3 in 1,2013,158,0
11385,66450-1,Legends of Chima Super Pack 3 in 1,2013,571,0
11386,6645-1,Street Sweeper,1991,67,65
11387,66451-1,City Traffic Super Pack 4 in 1,2012,52,0
11388,66452-1,Mission 6 Super Pack 2 in 1,2012,400,0
11389,66453-1,City Super Pack 4 in 1,2013,58,0
11390,66454-1,Farm Super Pack 3 in 1,2013,632,0
11391,66455-1,Friends Super Pack 3 in 1,2013,494,0
11392,66456-1,Star Wars Super Pack 3 in 1,2013,158,0
11393,6646-1,Screaming Patriot,1991,67,65
11394,6647-1,Highway Repair,1980,67,55
11395,66471-1,Hero Factory Super Pack 2 in 1,2014,400,0
11396,66473-1,Star Wars Super Pack 3 in 1,2013,158,0
11397,66474-1,Legends of Chima Super Pack 2 in 1,2013,571,0
11398,66475-1,City Super Pack 3 in 1,2013,52,0
11399,66476-1,City Super Pack 3 in 1,2014,52,0
11400,66478-1,Friends Super Pack 3 in 1,2014,494,0
11401,66479-1,Super Pack 3 in 1,2014,158,0
11402,6648-1,Mag Racer,1992,67,63
11403,66481-1,Brain Attack Super Pack 2 in 1,2013,400,0
11404,6648-2,Dump Truck,1980,67,42
11405,66482-1,Brain Attack Super Pack 2 in 1,2013,400,0
11406,66483-1,Brain Attack Super Pack 3 in 1,2013,400,0
11407,66484-1,Brain Attack Super Pack 3 in 1,2013,400,0
11408,66485-1,Brain Attack Super Pack 3 in 1,2013,400,0
11409,66488-1,Brain Attack Super Pack 2 in 1,2013,400,0
11410,6649-1,Street Sweeper,1995,67,63
11411,66491-1,Legends of Chima Super Pack 5 in 1,2014,571,0
11412,66492-1,City Super Pack 3 in 1,2014,61,0
11413,66493-1,City Train Super Pack 4 in 1,2014,66,0
11414,66494-1,Duplo Super Pack 3 in 1,2015,634,0
11415,66495-1,Star Wars Super Pack 3 in 1,2014,158,0
11416,66497-1,Animals' Christmas Party Set,2013,494,0
11417,66498-1,CHI Hyper Laval / CHI Hyper Eris,2013,573,0
11418,66499-1,Chi Hyper Gorzan Super Pack 2 in 1,2013,573,0
11419,66500-1,Chi Hyper Cragger Super Pack 2 in 1,2013,573,0
11420,6650-1,Fire and Rescue Van,1981,67,46
11421,6651-1,Post Office Van,1982,67,47
11422,66512-1,Star Wars Super Pack 2 in 1,2014,158,0
11423,66514-1,Star Wars Microfighters Super Pack 3 in 1,2014,158,0
11424,66515-1,Microfighters Super Pack 3-in-1,2014,158,0
11425,6652-1,Construction Truck,1983,67,44
11426,66521-1,City Super Pack 3 in 1,2015,56,0
11427,66522-1,City Super Pack 4 in 1,2015,52,0
11428,66523-1,City Super Pack 3-in-1,2015,52,0
11429,66524-1,Duplo Super Pack 3 in 1,2015,634,0
11430,66525-1,Farm Super Pack 3 in 1,2015,632,0
11431,66526-1,Friends Super Pack 3 in 1,2015,494,0
11432,6653-1,Highway Emergency Van,1982,67,56
11433,66533-1,Star Wars Super Pack 3 in 1,2015,158,0
11434,66534-1,Star Wars Super Pack 3 in 1,2015,158,0
11435,66535-1,Battle Pack 2 in 1,2015,158,1
11436,66536-1,Battle Pack 2 in 1,2015,158,1
11437,66537-1,Friends Super Pack 3 in 1,2016,494,0
11438,66538-1,Forests Value Pack,2016,504,0
11439,66539-1,Friends Super Pack 3 in 1,2016,494,0
11440,66540-1,City Super Pack 3 in 1,2016,52,0
11441,6654-1,Motorcycle Transport,1983,67,54
11442,66541-1,City Super Pack 3 in 1,2016,58,0
11443,66542-1,Star Wars Microfighters Super Pack 3 in 1,2016,158,0
11444,66543-1,Microfighters Super Pack 3 in 1,2016,158,0
11445,66545-1,Mighty Micros Mighty Pack 3 in 1,2016,695,0
11446,66546-1,The LEGO Batman Movie Super Pack 2 in 1,2017,708,1
11447,66547-1,Axl's Tower Carrier - Extra Awesome Edition,2016,605,3
11448,66548-1,Rock Roader - Extra Awesome Edition,2016,435,1
11449,66549-1,Salvage M.E.C. - Extra Awesome Edition,2016,435,1
11450,66550-1,City Super Pack 3 in 1,2017,52,0
11451,6655-1,Auto & Tire Repair,1984,67,58
11452,66554-1,Classic Quad Pack,2017,621,0
11453,66555-1,Rogue One Trooper Super Pack,2017,158,0
11454,66556-1,Star Wars Super Pack 2 in 1,2017,158,0
11455,66558-1,Friends Super Pack 5 in 1,2017,494,0
11456,66559-1,Ultimate LEGO City Hero Pack,2017,52,0
11457,6656-1,Tow Truck,1985,67,54
11458,6657-1,Fire Patrol Copter,1985,67,66
11459,66580-1,Holiday Co-pack,2017,52,0
11460,6658-1,Bulldozer,1986,67,65
11461,66583-1,Unikitty! Building Bundle,2018,625,0
11462,66584-1,Bonus / Value Pack,2019,672,0
11463,66586-1,City Great Vehicles Bundle,2018,52,0
11464,66587-1,City Police Bundle Building Kit,2019,61,0
11465,6659-1,TV Camera Crew,1986,67,66
11466,66591-1,Han Solo & Chewbacca Bundle,2018,610,0
11467,66593-1,Star-Lord and Gamora Bundle,2018,610,0
11468,66596-1,Super Pack 2-in-1,2018,158,0
11469,66597-1,Super Pack 2-in-1,2018,158,0
11470,6660-1,Hook & Haul Wrecker,1989,67,53
11471,66604-1,Disney Series 2 - Sealed Box,2019,677,0
11472,66605-1,Series 19 - Sealed Box (60 Count),2019,681,0
11473,6661-1,Mobile TV Studio,1989,67,75
11474,66614-1,City Vehicles Super Pack 3-in-1,2019,52,0
11475,66615-1,City / Classic Super Pack 3 in 1,2019,559,0
11476,66619-1,Super Pack 3-in-1,2019,52,0
11477,66620-1,Friends Super Pack 3-in-1,2019,494,0
11478,6662-1,Backhoe,1992,67,87
11479,6663-1,Wave Rebel,1993,67,79
11480,66635-1,Super Mech Pack,2020,696,0
11481,66636-1,Super Pack 2 in 1,2020,52,0
11482,66637-1,City Super Pack 2 in 1,2020,52,0
11483,66640-1,City Vehicles Bundle,2020,52,0
11484,6664-1,Chopper Cops,1993,67,71
11485,66642-1,Ultimate Designer Kit,2020,688,2
11486,66643-1,3-in-1 Bundle Pack,2020,52,0
11487,66645-1,City Space Bundle,2020,679,0
11488,66646-1,Minecraft Bundle,2020,577,0
11489,66647-1,Speed Champions Bundle,2020,601,0
11490,66648-1,Swing Ride,2020,598,106
11491,66649-1,Carousel,2020,598,109
11492,66650-1,Ferris Wheel,2020,598,110
11493,6665-1,River Runners,1994,67,77
11494,66651-1,Roller Coaster,2020,598,109
11495,66657-1,Series 21 - 6 Pack,2021,712,0
11496,6666-1,Ambulance,1994,67,79
11497,66662-1,City Car Bundle,2021,52,0
11498,66664-1,Bundle Pack,2021,688,0
11499,66665-1,Bundle Pack,2021,688,0
11500,66666-1,LEGO Masters Co-pack,2021,621,1
11501,66667-1,Looney Tunes - 6 Pack,2021,714,0
11502,6667-1,Pothole Patcher,1993,67,97
11503,66671-1,Mech Armor Collection,2021,696,0
11504,66673-1,Animal Gift Set,2021,494,0
11505,66674-1,Skywalker Adventures Pack,2021,158,0
11506,66677-1,2 in 1 Super Pack,2021,690,0
11507,66678-1,Marvel Studios – 6 Pack,2021,715,0
11508,6668-1,Recycle Truck,1992,67,109
11509,66682-1,City 3in1 Bundle Pack,2021,52,0
11510,66683-1,Creator 3in1 Bundle Pack,2021,672,0
11511,66684-1,Vehicles Gift Set,2021,52,5
11512,6669-1,Diesel Daredevil,1991,67,90
11513,66700-1,Series 22 - 6 Pack,2022,718,0
11514,6670-1,Rescue Rig,1993,67,114
11515,66706-1,Animals Bundle,2022,672,0
11516,66707-1,Stuntz Gift Set,2022,52,5
11517,6671-1,Utility Repair Lift,1989,67,107
11518,66711-1,Infinity Saga Collection,2022,696,0
11519,66712-1,Monster Jam Collection,2022,1,0
11520,6672-1,Safari Off-Road Vehicle,1990,67,67
11521,6673-1,Solo Trainer,1990,67,74
11522,6674-1,Crane Truck,1988,67,94
11523,6675-1,Road & Trail 4x4,1988,67,81
11524,6676-1,Mobile Command Unit,1986,67,100
11525,6677-1,Motocross Racing,1986,67,76
11526,6678-1,Excavator,1980,67,61
11527,6679-1,Dark Shark,1991,67,83
11528,6679-2,Exxon Tow Truck,1980,67,79
11529,6680-1,Ambulance,1981,67,63
11530,6681-1,Police Van,1981,67,81
11531,6682-1,Cement Mixer,1985,67,90
11532,6683-1,Burger Stand,1983,67,69
11533,6684-1,Police Patrol Squad,1984,67,81
11534,6685-1,Fire Copter 1,1982,67,99
11535,6686-1,Backhoe,1984,67,89
11536,6687-1,Turbo Prop I,1987,67,78
11537,6688-1,Ambulance,1985,67,72
11538,6689-1,Post-Station,1985,67,55
11539,6690-1,Snorkel Pumper,1980,67,103
11540,6691-1,Red Cross Helicopter,1981,67,107
11541,6692-1,Tractor Trailer,1983,67,97
11542,6693-1,Refuse Collection Truck,1987,67,114
11543,6694-1,Car with Camper,1984,67,109
11544,6695-1,Shell Tanker,1984,67,107
11545,6696-1,Exxon Fuel Tanker,1984,67,107
11546,6697-1,Rescue-I Helicopter,1985,67,85
11547,6698-1,RV with Speedboat,1986,67,129
11548,6699-1,Cycle Fix-It Shop,1987,67,81
11549,670-1,Mobile Crane,1978,67,56
11550,6701-1,Minifig Pack,1983,143,36
11551,6702-1,Minifig Pack,1986,143,43
11552,6703-1,Space Mini-Figures,1988,143,42
11553,6704-1,Minifig Pack,1991,143,44
11554,6705-1,Space Explorers,1994,143,40
11555,6706-1,Frontier Patrol,1997,475,28
11556,6707-1,Green Buggy,2000,91,23
11557,6709-1,Tribal Chief,1997,475,16
11558,670F-1,Wheels Pack,2004,112,10
11559,6710-1,Space Landing Pads,1991,143,2
11560,671-1,Shell Fuel Tanker,1978,67,74
11561,6711-1,Space Mini-Figs,1983,143,24
11562,6712-1,Sheriff's Showdown,1996,475,28
11563,6713-1,Grip 'n' Go Challenge,2000,91,283
11564,6714-1,Speed Dragster,2000,91,79
11565,6716-1,Covered Wagon,1996,475,65
11566,6718-1,Raindance Ridge,1997,475,73
11567,6719-1,Brachiosaurus,2001,386,26
11568,671F-1,Antenna Pack,2004,112,13
11569,6720-1,Tyrannosaurus Rex,2001,386,24
11570,672-1,Fire Emergency Van,1978,67,66
11571,6721-1,Mosasaurus,2001,386,27
11572,6722-1,Styracosaurus,2001,386,20
11573,67221-1,Qlever Rollerball Pen,2008,501,0
11574,67234-1,Ballpen with Lanyard,2008,501,0
11575,673-1,Rally Repair Crew,1978,67,61
11576,6731-1,Skateboarding Pepper,2002,407,13
11577,6732-1,Brickster's Trike,2002,407,17
11578,6733-1,Snap's Cruiser,2002,407,19
11579,6734-1,Beach Cruiser,2002,407,55
11580,6735-1,Air Chase,2002,407,85
11581,6736-1,Beach Lookout,2002,407,89
11582,6737-1,Wake Rider (Wave Catcher),2002,407,93
11583,6738-1,Skateboard Challenge,2002,407,117
11584,6739-1,Truck and Stunt Trikes,2002,407,218
11585,673F-1,Gearbox Pack,2004,112,6
11586,6740-1,Xtreme Tower,2002,407,336
11587,674-1,Forklift & Truck,1978,67,55
11588,6741-1,Mini Jet,2009,672,63
11589,6742-1,Mini Off-Roader,2009,672,64
11590,6743-1,Street Speeder,2009,672,165
11591,6745-1,Propeller Power,2009,672,247
11592,6746-1,Chief's Tepee,1997,475,135
11593,6747-1,Race Rider,2009,672,266
11594,6748-1,Boulder Cliff Canyon,1997,475,257
11595,6750-1,Sonic Robot,1986,130,110
11596,675-1,Snack Bar,1979,67,64
11597,6751-1,Fiery Legend,2009,672,479
11598,6752-1,Fire Truck,2009,672,771
11599,6753-1,Highway Transport,2009,672,1294
11600,6754-1,Family Home,2009,672,978
11601,6755-1,Sheriff's Lock-Up,1996,475,178
11602,6758-1,Read & Build Grow Caterpillar Grow,2012,504,18
11603,6759-1,Read & Build Busy Farm,2012,504,16
11604,6760-1,Read & Build Let's Go Vroom,2012,504,13
11605,6761-1,Bandit's Secret Hide-Out,1996,475,251
11606,6762-1,Fort Legoredo,2002,475,688
11607,6763-1,Rapid River Village,2002,475,356
11608,6764-1,Sheriff's Lock-Up,2002,475,178
11609,6765-1,Gold City Junction,1996,475,352
11610,6766-1,Rapid River Village,1997,475,354
11611,6769-1,Fort Legoredo,1996,475,688
11612,6770-1,Lunar Transporter Patroller,1988,132,117
11613,677-1,Knight's Procession,1979,189,48
11614,6771-1,Ogel Command Striker,2001,304,29
11615,6772-1,Alpha Team Cruiser,2001,304,58
11616,6773-1,Alpha Team Helicopter,2001,304,79
11617,6774-1,Alpha Team ATV,2001,304,135
11618,6775-1,Alpha Team Bomb Squad,2001,304,192
11619,6776-1,Ogel Control Center,2001,304,415
11620,6780-1,XT Starship,1986,130,199
11621,6781-1,SP-Striker,1989,139,231
11622,6783-1,Sonar Transmitting Cruiser,1986,130,348
11623,6784-1,Creative Sorter,2012,504,26
11624,6785-1,Creative Cakes,2012,504,56
11625,6790-1,Bandit's Wheelgun (Boxed),1997,475,20
11626,6791-1,Bandit's Wheelgun,1997,475,20
11627,6799-1,Showdown Canyon,1997,475,74
11628,6800-1,Cyber Blaster,1997,144,20
11629,680-1,Low-Loader and Crane,1971,416,62
11630,6801-1,Moon Buggy,1981,130,22
11631,6802-1,Space Probe,1986,130,26
11632,6803-1,Space Patrol,1983,130,25
11633,6804-1,Surface Rover,1984,130,21
11634,6805-1,Astro Dasher,1985,130,29
11635,6806-1,Surface Hopper,1985,130,23
11636,6807-1,Space Sledge with Astronaut and Robot,1985,130,24
11637,6808-1,Galaxy Trekkor,1987,130,29
11638,6809-1,XT-5 and Droid,1987,130,37
11639,6810-1,Laser Ranger,1989,132,41
11640,681-1,Low-Loader with 4 Wheel Excavator,1971,416,63
11641,6811-1,Pulsar Charger,1990,136,26
11642,6812-1,Grid Trekkor,1991,129,25
11643,6813-1,Galactic Chief,1993,140,24
11644,6814-1,Ice Tunnelator,1993,133,25
11645,6815-1,Hovertron,1996,131,29
11646,6816-1,Cyber Blaster,1997,144,20
11647,6817-1,Beta Buzzer,1998,134,32
11648,6818-1,Cyborg Scout,1997,144,36
11649,6820-1,Starfire I,1986,130,34
11650,682-1,Low-Loader and Tractor,1971,416,58
11651,6821-1,Shovel Buggy,1980,130,28
11652,6822-1,Space Digger,1981,130,33
11653,6823-1,Surface Transport,1983,130,27
11654,6824-1,Space Dart I,1984,130,48
11655,6825-1,Cosmic Comet,1985,130,40
11656,6826-1,Crater Crawler,1985,130,32
11657,6827-1,Strata Scooter,1987,130,35
11658,6828-1,Twin-Winged Spoiler,1988,132,57
11659,6829-1,Radon Rover,1997,144,53
11660,6830-1,Space Patroller,1988,132,51
11661,683-1,Articulated Lorry,1971,423,58
11662,6831-1,Message Decoder,1989,139,34
11663,6832-1,Super Nova II,1991,129,42
11664,6833-1,Beacon Tracer,1990,136,40
11665,6834-1,Celestial Sled,1993,133,55
11666,6835-1,Saucer Scout,1994,142,47
11667,6836-1,V-Wing Fighter,1997,144,40
11668,6837-1,Cosmic Creeper,1998,134,59
11669,684-1,Low-Loader with Fork Lift Truck,1972,416,53
11670,6841-1,Mineral Detector,1980,130,44
11671,6842-1,Shuttle Craft,1981,130,46
11672,6844-1,Seismologic Vehicle (Sismobile),1983,130,46
11673,6845-1,Cosmic Charger,1986,130,51
11674,6846-1,Tri-Star Voyager,1984,130,69
11675,6847-1,Space Dozer,1985,130,49
11676,6848-1,Strategic Pursuer,1988,132,62
11677,6848-2,Interplanetary Shuttle,1985,130,54
11678,6849-1,Satellite Patroller,1987,130,47
11679,6850-1,Auxiliary Patroller,1989,132,46
11680,685-1,Truck with Trailer,1972,423,51
11681,6851-1,Tri-Wheeled Tyrax,1991,129,38
11682,685-2,Truck with Trailer (without Stickers),1972,423,50
11683,6852-1,Sonar Security,1993,140,61
11684,6854-1,Alien Fossilizer,1996,131,54
11685,6856-1,Planetary Decoder,1996,131,80
11686,6857-1,The Dynamic Duo Funhouse Escape,2012,697,379
11687,6858-1,Catwoman Catcycle City Chase,2012,697,89
11688,6860-1,The Batcave,2012,697,691
11689,686-1,Digger and Tippers,1973,416,70
11690,6861-1,X1 Patrol Craft,1980,130,55
11691,6861-2,Super Model Building Instruction,1993,129,178
11692,6862-1,Secret Space Voyager,1991,136,254
11693,6862-2,Superman vs Power Armour Lex,2012,701,208
11694,6863-1,Batwing Battle Over Gotham City,2012,697,279
11695,6864-1,Batmobile and the Two-Face Chase,2012,697,532
11696,6865-1,Captain America's Avenging Cycle,2012,702,72
11697,6866-1,Wolverine's Chopper Showdown,2012,707,200
11698,6867-1,Loki's Cosmic Cube Escape,2012,702,182
11699,6868-1,Hulk’s Helicarrier Breakout,2012,702,390
11700,6869-1,Quinjet Aerial Battle,2012,702,751
11701,6870-1,Space Probe Launcher,1981,130,60
11702,687-1,Caravelle Plane,1973,412,49
11703,6871-1,Star Patrol Launcher,1984,130,71
11704,6872-1,Xenon X-Craft,1985,130,77
11705,6873-1,Spider-Man's Doc Ock Ambush,2012,706,296
11706,6874-1,Moon Rover,1986,130,66
11707,6875-1,Hovercraft,1988,132,93
11708,6876-1,Alienator,1988,128,92
11709,6877-1,Vector Detector,1990,136,62
11710,6878-1,Sub Orbital Guardian,1991,129,75
11711,6879-1,Blizzard Baron,1993,133,83
11712,6880-1,Surface Explorer,1982,130,83
11713,688-1,Shell Double Tanker,1973,418,63
11714,6881-1,Lunar Rocket Launcher,1984,130,98
11715,6882-1,Walking Astro Grappler,1985,130,102
11716,6883-1,Terrestrial Rover,1987,130,109
11717,6884-1,Aero Module,1987,132,107
11718,6885-1,Saturn Base Main Team (Crater Crawler),1988,132,101
11719,6886-1,Galactic Peace Keeper,1989,139,121
11720,6887-1,Allied Avenger,1991,129,100
11721,6889-1,Recon Robot,1994,142,136
11722,6890-1,Cosmic Cruiser,1982,130,115
11723,689-1,Mobile Crane,1974,416,46
11724,6891-1,Gamma V Laser Craft,1985,130,135
11725,6892-1,Modular Space Transport,1986,130,150
11726,6893-1,Orion II Hyperspace,1987,132,162
11727,6894-1,Invader,1987,128,159
11728,6895-1,Spy-Trak 1,1989,139,152
11729,6896-1,Celestial Forager,1990,136,92
11730,6897-1,Rebel Hunter,1992,140,146
11731,6898-1,Ice-Sat V,1993,133,136
11732,6899-1,Nebula Outpost,1996,131,159
11733,6900-1,Cyber Saucer,1997,144,114
11734,690-1,Shell Station,1974,418,73
11735,6901-1,Mobile Lab,1980,130,139
11736,6901-2,Space Plane,1998,144,20
11737,6902-1,Space Plane,1998,144,20
11738,6903-1,Bug Blaster,1998,134,25
11739,6905-1,Bi-Wing Blaster,1998,134,114
11740,6907-1,Sonic Stinger,1998,134,96
11741,6909-1,Sonic Stinger with Promotional Mask,1998,134,97
11742,6910-1,Mini Sports Car,2012,672,70
11743,691-1,Rescue Helicopter,1974,417,62
11744,6911-1,Mini Fire Truck,2012,672,69
11745,6912-1,Super Soarer,2012,672,130
11746,6913-1,Blue Roadster,2012,672,152
11747,6914-1,Prehistoric Hunters,2012,672,191
11748,6915-1,Warp Wing Fighter,1997,144,236
11749,6918-1,Blacksmith Attack,2011,196,110
11750,6919-1,Planetary Prowler,1998,134,249
11751,692-1,Road Repair Crew,1975,416,59
11752,6921-1,Monorail Accessory Track,1988,132,46
11753,6923-1,Particle Ionizer,1990,136,191
11754,6925-1,Interplanetary Rover,1988,132,211
11755,6926-1,Mobile Recovery Vehicle,1986,130,150
11756,6927-1,All-Terrain Vehicle,1981,130,163
11757,6928-1,Uranium Search Vehicle,1984,130,201
11758,6929-1,Star Fleet Voyager,1981,130,246
11759,6930-1,Space Supply Station,1983,130,206
11760,693-1,Fire Engine with Firemen,1975,417,72
11761,6931-1,FX Star Patroller,1985,130,227
11762,6932-1,Stardefender 200,1987,132,251
11763,6933-1,Spectral Starguider,1991,129,212
11764,6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006,324,16
11765,6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),2006,324,16
11766,6936-1,Piraka & Catapult,2007,324,20
11767,6937-1,Give Away,2006,324,17
11768,6938-1,Scorpion Detector,1996,131,199
11769,6939-1,Saucer Centurion,1994,142,222
11770,6940-1,Alien Moon Stalker,1986,130,268
11771,694-1,Transport Truck,1975,423,65
11772,6941-1,Battrax,1987,128,284
11773,6942-1,Zo Weevil,1999,134,20
11774,6943-1,Zo Weevil,1999,134,20
11775,6944-1,Good Guy 07,2007,324,20
11776,6945-1,Bad Guy,2007,324,25
11777,6946-1,Squid Launcher Function,2007,324,23
11778,6949-1,Robo-Guardian,1994,142,367
11779,6950-1,Mobile Rocket Transport,1982,130,210
11780,695-1,Racing Car,1976,423,67
11781,6951-1,Robot Command Center,1984,130,295
11782,6952-1,Solar Power Transporter,1985,130,305
11783,6953-1,Cosmic Laser Launcher,1987,132,210
11784,6954-1,Renegade,1987,128,315
11785,6955-1,Space Lock-Up Isolation Base,1989,139,252
11786,6956-1,Stellar Recon Voyager,1990,136,233
11787,6957-1,Solar Snooper,1992,140,253
11788,6958-1,Android Base,1996,131,275
11789,6959-1,Lunar Launch Site,1994,142,288
11790,696-1,Bus Stop,1976,423,80
11791,6963-1,X-wing Fighter,2004,158,41
11792,6963-2,X-wing Fighter,2004,158,41
11793,6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004,158,25
11794,6964-2,Boba Fett's Slave I - Mini (Polybag),2004,158,25
11795,6965-1,TIE Interceptor,2004,158,32
11796,6965-2,TIE Interceptor,2005,158,32
11797,6966-1,Jedi Starfighter - Mini,2005,158,38
11798,6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,158,38
11799,6967-1,ARC-170 Starfighter - Mini,2005,158,42
11800,6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,158,42
11801,6968-1,Mini Wookiee Attack,2005,158,48
11802,6969-1,Celestial Stinger,1998,134,256
11803,6970-1,Beta I Command Base,1980,130,270
11804,697-1,Stagecoach,1976,424,96
11805,6971-1,Inter-Galactic Command Base,1984,130,329
11806,697-2,Idea Book 697,1997,497,2
11807,6972-1,Polaris I Space Lab,1987,130,390
11808,6973-1,Deep Freeze Defender,1993,133,417
11809,6975-1,Alien Avenger,1997,144,371
11810,6977-1,Arachnoid Star Base,1998,134,435
11811,6979-1,Interstellar Starfighter,1997,144,292
11812,6980-1,Galaxy Commander,1983,130,443
11813,698-1,JAL Boeing 727,1977,412,46
11814,6981-1,Aerial Intruder,1991,129,267
11815,6982-1,Explorien Starship,1996,131,662
11816,6983-1,Ice Station Odyssey,1993,133,343
11817,6984-1,Galactic Mediator,1992,140,406
11818,6985-1,Cosmic Fleet Voyager,1986,130,413
11819,6986-1,Mission Commander,1989,139,477
11820,6987-1,Message Intercept Base,1988,128,575
11821,6987-2,Message Intercept Base,1988,128,573
11822,6988-1,Alpha Centauri Outpost,1991,129,406
11823,6989-1,Mega Core Magnetizer,1990,136,506
11824,6990-1,Monorail Transport System,1988,132,731
11825,699-1,Photo Safari,1977,423,130
11826,6991-1,Monorail Transport Base,1994,145,573
11827,6999-1,Cyber Saucer,1997,144,116
11828,70000-1,Razcal's Glider,2013,571,109
11829,700.0-1,Gift Package,1957,372,245
11830,7000-1,Baby Ankylosaurus,2001,386,37
11831,70001-1,Crawley’s Claw Ripper,2013,571,139
11832,7000-2,Educational Suitcase,1978,501,0
11833,70002-1,Lennox' Lion Attack,2013,571,230
11834,70003-1,Eris' Eagle Interceptor,2013,571,348
11835,70004-1,Wakz' Pack Tracker,2013,571,297
11836,70005-1,Laval's Royal Fighter,2013,571,419
11837,70006-1,Cragger’s Command Ship,2013,571,610
11838,70007-1,Eglor's Twin Bike,2013,571,223
11839,70008-1,Gorzan’s Gorilla Striker,2013,571,505
11840,70009-1,Worriz’s Combat Lair,2013,571,664
11841,700-1,10 x 20 Brickplate,1966,371,1
11842,70010-1,The Lion CHI Temple,2013,571,1259
11843,700.1-1,Extra-Large Gift Set (ABB),1949,365,142
11844,7001-1,Baby Iguanodon,2001,386,23
11845,700.1.1-1,Single 2 x 4 Brick (ABB),1950,371,1
11846,70011-1,Eagles’ Castle,2013,572,372
11847,700.1-2,Extra-Large Gift Set (Mursten),1953,366,0
11848,700.1.2-1,Single 2 x 2 Brick (ABB),1950,371,1
11849,70012-1,Rubber Bands,1985,453,20
11850,70012-2,Razar’s CHI Raider,2013,571,412
11851,70013-1,Equila's Ultra Striker,2013,571,339
11852,700.1.4-1,Individual 1 x 2 Bricks,1953,371,1
11853,70014-1,The Croc Swamp Hideout,2013,571,647
11854,700.16-1,Individual 2 x 8 Bricks,1954,371,1
11855,700.20-1,Individual 2 x 10 Bricks,1954,371,1
11856,700.2-1,Large Gift Set (ABB),1949,365,178
11857,7002-1,Baby Brachiosaurus,2001,386,31
11858,700.2-2,Gift Package,1957,366,0
11859,700.24-1,Individual 2 x 12 Bricks,1954,371,1
11860,700.28-1,Individual 2 x 14 Bricks,1954,371,1
11861,700.3-1,Medium Gift Set (ABB),1949,365,142
11862,7003-1,Baby Dimetrodon,2001,386,20
11863,700.3.4-1,Individual 2 x 3 Bricks,1953,371,1
11864,700.3A-2,Gift Package,1957,372,0
11865,7009-1,The Final Joust,2007,193,62
11866,700.A-1,Small Brick Set (ABB),1949,371,24
11867,700.B-1,Small Doors and Windows Set (ABB),1949,371,12
11868,700.B.1-1,Single 1 x 4 x 2 Window without Glass (ABB),1950,371,1
11869,700.B.2-1,Single 1 x 2 x 3 Window without Glass (ABB),1950,371,1
11870,700.B.3-1,Single 1 x 2 x 2 Window without Glass (ABB),1950,371,1
11871,700.B.4-1,Single 1 x 2 x 4 Door without Glass (ABB),1950,371,1
11872,700.C-1,Tall Classic Windows/Door (with Glass),1954,371,6
11873,700.C.1-1,Individual 1 x 6 x 4 Panorama Window (with glass),1954,371,1
